	id	arquivo	nome	ano	km	cor	cambio	portas	preco
1332	1516	./dados/dados_carro\Carro-509.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	32.863	Branco	manual	4.0	47.050,00
1333	1518	./dados/dados_carro\Carro-510.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	31.976	Branco	manual	4.0	47.090,00
1334	1519	./dados/dados_carro\Carro-511.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	17.938	Branco	manual	4.0	47.100,00
1335	1520	./dados/dados_carro\Carro-512.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	17.340999999999998	Branco	manual	4.0	47.100,00
1336	1521	./dados/dados_carro\Carro-513.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	45.02	Branco	manual	4.0	47.250,00
1337	1522	./dados/dados_carro\Carro-514.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	26.699	Branco	manual	4.0	47.280,00
1338	1523	./dados/dados_carro\Carro-515.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	0.0	Branco	manual	5.0	47.349,00
1339	1524	./dados/dados_carro\Carro-516.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	42.3	Branco	manual	4.0	47.370,00
1340	1526	./dados/dados_carro\Carro-518.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	42.591	Branco	manual	4.0	47.370,00
1341	1527	./dados/dados_carro\Carro-519.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	42.568000000000005	Prata	manual	4.0	47.370,00
1342	1528	./dados/dados_carro\Carro-52.html	Chevrolet Onix 1.0 LT (Flex) 2020	2020 / 2020	0.0	Preto	manual	5.0	53.970,00
1343	1529	./dados/dados_carro\Carro-520.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	25.267	Branco	manual	4.0	47.380,00
1344	1530	./dados/dados_carro\Carro-522.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	25.241999999999997	Branco	manual	4.0	47.380,00
1345	1531	./dados/dados_carro\Carro-525.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	22.213	Branco	manual	4.0	47.470,00
1346	1532	./dados/dados_carro\Carro-527.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	40.08	Branco	manual	4.0	47.490,00
1347	1533	./dados/dados_carro\Carro-528.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	41.595	Branco	manual	4.0	47.490,00
1348	1534	./dados/dados_carro\Carro-529.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	40.104	Branco	manual	4.0	47.490,00
1349	1536	./dados/dados_carro\Carro-530.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	41.05	Branco	manual	4.0	47.490,00
1350	1537	./dados/dados_carro\Carro-531.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	41.83	Branco	manual	4.0	47.490,00
1351	1538	./dados/dados_carro\Carro-532.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	41.006	Prata	manual	4.0	47.490,00
1352	1539	./dados/dados_carro\Carro-533.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	41.22	Branco	manual	4.0	47.490,00
1353	1540	./dados/dados_carro\Carro-534.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	41.018	Prata	manual	4.0	47.490,00
1354	1541	./dados/dados_carro\Carro-535.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	21.858	Branco	manual	4.0	47.520,00
1355	1542	./dados/dados_carro\Carro-538.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	20.417	Branco	manual	4.0	47.520,00
1356	1543	./dados/dados_carro\Carro-539.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	20.791999999999998	Branco	manual	4.0	47.520,00
1357	1544	./dados/dados_carro\Carro-54.html	Chevrolet Onix 1.0 LT (Flex) 2020	2020 / 2020	0.0	Preto	manual	5.0	53.980,00
1358	1545	./dados/dados_carro\Carro-542.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	47.343999999999994	Branco	manual	3.0	47.560,00
1359	1546	./dados/dados_carro\Carro-544.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	19.518	Branco	manual	4.0	47.560,00
1360	1547	./dados/dados_carro\Carro-546.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	25.208000000000002	Cinza	manual	3.0	47.590,00
1361	1548	./dados/dados_carro\Carro-548.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	17.803	Branco	manual	4.0	47.610,00
1362	1550	./dados/dados_carro\Carro-550.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	17.574	Branco	manual	4.0	47.610,00
1363	1551	./dados/dados_carro\Carro-551.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	16.503	Branco	manual	4.0	47.610,00
1364	1554	./dados/dados_carro\Carro-556.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	11.342	Branco	manual	3.0	47.750,00
1365	1555	./dados/dados_carro\Carro-557.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	40.248000000000005	Branco	manual		47.800,00
1366	1556	./dados/dados_carro\Carro-558.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	35.013000000000005	Branco	manual	4.0	47.850,00
1367	1557	./dados/dados_carro\Carro-559.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	333.0	Branco	manual	4.0	47.900,00
1368	1558	./dados/dados_carro\Carro-56.html	Chevrolet Onix 1.0 LT (Flex) 2020	2020 / 2020	0.0	Várias cores	manual	5.0	53.990,00
1369	1559	./dados/dados_carro\Carro-560.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	33.356	Branco	manual	4.0	47.900,00
1370	1560	./dados/dados_carro\Carro-561.html	Fiat Argo 1.0 2020	2019 / 2020	30.755	Branco	manual	4.0	47.900,00
1371	1561	./dados/dados_carro\Carro-562.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	45.931000000000004	Branco	manual		47.900,00
1372	1562	./dados/dados_carro\Carro-564.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	44.457	Prata	manual		47.900,00
1373	1563	./dados/dados_carro\Carro-565.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	44.83	Prata	manual		47.900,00
1374	1564	./dados/dados_carro\Carro-567.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	1.7	Preto	manual	5.0	47.900,00
1375	1565	./dados/dados_carro\Carro-569.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Branco	manual	4.0	47.970,00
1376	1566	./dados/dados_carro\Carro-57.html	Chevrolet Onix 1.0 LT (Flex) 2020	2020 / 2020	0.0	Preto	manual	5.0	53.990,00
1377	1567	./dados/dados_carro\Carro-570.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Preto	manual	4.0	47.990,00
1378	1568	./dados/dados_carro\Carro-571.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	39.729	Branco	manual	4.0	47.990,00
1379	1569	./dados/dados_carro\Carro-572.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	40.303000000000004	Prata	manual	4.0	47.990,00
1380	1571	./dados/dados_carro\Carro-574.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	0.0	Preto	manual	4.0	47.990,00
1381	1572	./dados/dados_carro\Carro-575.html	Fiat Argo 1.0 2020	2020 / 2020	0.0	Não informada.	manual		47.990,00
1382	1573	./dados/dados_carro\Carro-576.html	Fiat Argo Drive 1.3 Firefly (Flex) 2020	2019 / 2020	17.0	Preto	manual	4.0	48.000,00
1383	1574	./dados/dados_carro\Carro-577.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	40.961999999999996	Branco	manual	4.0	48.060,00
1384	1575	./dados/dados_carro\Carro-578.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	40.91	Branco	manual	4.0	48.060,00
1385	1576	./dados/dados_carro\Carro-579.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	29.528000000000002	Branco	manual	4.0	48.140,00
1386	1579	./dados/dados_carro\Carro-581.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	0.0	Prata	manual	5.0	48.445,00
1387	1580	./dados/dados_carro\Carro-582.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	33.556	Branco	manual	4.0	48.450,00
1388	1581	./dados/dados_carro\Carro-583.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	33.906	Prata	manual	4.0	48.450,00
1389	1582	./dados/dados_carro\Carro-584.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	17.753	Branco	manual	4.0	48.520,00
1390	1583	./dados/dados_carro\Carro-585.html	Fiat Argo 1.3 Trekking 2020	2020 / 2020	0.0	Preto	manual	4.0	48.542,00
1391	1584	./dados/dados_carro\Carro-586.html	Fiat Argo 1.3 Trekking 2020	2020 / 2020	0.0	Branco	manual	4.0	48.542,00
1392	1585	./dados/dados_carro\Carro-587.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	28.423000000000002	Branco	manual	4.0	48.640,00
1393	1586	./dados/dados_carro\Carro-59.html	Chevrolet Onix 1.0 (Flex) 2020	2020 / 2020	3.0	Preto	manual	5.0	54.900,00
1394	1587	./dados/dados_carro\Carro-590.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Várias cores	manual		49.900,00
1395	1588	./dados/dados_carro\Carro-591.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	19.549	Branco	manual	5.0	48.900,00
1396	1589	./dados/dados_carro\Carro-592.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	18.574	Branco	manual	4.0	48.900,00
1397	1590	./dados/dados_carro\Carro-593.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Branco	manual		48.990,00
1398	1591	./dados/dados_carro\Carro-594.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Branco	manual		48.990,00
1399	1592	./dados/dados_carro\Carro-595.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	15.097999999999999	Prata	manual	5.0	48.990,00
1400	1593	./dados/dados_carro\Carro-596.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Branco	manual		48.990,00
1401	1594	./dados/dados_carro\Carro-597.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Branco	manual		48.990,00
1402	1595	./dados/dados_carro\Carro-598.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Prata	manual	4.0	48.990,00
1403	1596	./dados/dados_carro\Carro-599.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Preto	manual	4.0	48.990,00
1404	1597	./dados/dados_carro\Carro-6.html	Chevrolet Onix 1.0 LT (Flex) 2020	2020 / 2020	0.0	Branco	manual	5.0	49.970,00
1405	1598	./dados/dados_carro\Carro-60.html	Chevrolet Onix 1.0 (Flex) 2020	2020 / 2020	0.0	Preto	manual	5.0	54.950,00
1406	1599	./dados/dados_carro\Carro-600.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Preto	manual		48.990,00
1407	1600	./dados/dados_carro\Carro-601.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	11.985	Preto	manual	4.0	48.990,00
1408	1601	./dados/dados_carro\Carro-602.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Vermelho	manual	5.0	48.990,00
1409	1602	./dados/dados_carro\Carro-603.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Preto	manual		48.990,00
1410	1603	./dados/dados_carro\Carro-604.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	3.647	Cinza	manual	4.0	49.000,00
1411	1604	./dados/dados_carro\Carro-605.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Prata	manual	4.0	49.558,00
1412	1605	./dados/dados_carro\Carro-606.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Preto	manual	4.0	49.558,00
1413	1606	./dados/dados_carro\Carro-608.html	Fiat Argo 1.0 2020	2020 / 2020	0.0	Prata	manual	4.0	49.751,00
1414	1607	./dados/dados_carro\Carro-609.html	Fiat Argo 1.0 2020	2020 / 2020	0.0	Preto	manual	4.0	49.751,00
1415	1608	./dados/dados_carro\Carro-61.html	Chevrolet Onix 1.0 LT (Flex) 2020	2020 / 2020	0.0	Preto	manual	5.0	54.960,00
1416	1610	./dados/dados_carro\Carro-612.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	6.957999999999999	Branco	manual	4.0	49.900,00
1417	1611	./dados/dados_carro\Carro-613.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Prata	manual	4.0	49.900,00
1418	1612	./dados/dados_carro\Carro-615.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Preto	manual	4.0	49.990,00
1419	1613	./dados/dados_carro\Carro-616.html	Fiat Argo 1.0 2020	2020 / 2020	0.0	Branco	manual	4.0	49.990,00
1420	1614	./dados/dados_carro\Carro-617.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	35.0	Branco	manual	4.0	49.990,00
1421	1615	./dados/dados_carro\Carro-618.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Branco	manual	4.0	49.990,00
1422	1616	./dados/dados_carro\Carro-619.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Branco	manual	5.0	49.990,00
1423	1617	./dados/dados_carro\Carro-62.html	Chevrolet Onix 1.0 (Flex) 2020	2020 / 2020	0.0	Preto	manual	5.0	54.970,00
1424	1618	./dados/dados_carro\Carro-620.html	Fiat Argo 1.0 Firefly (Flex) 2018	2018 / 2018	58.235	Branco	manual		37.990,00
1425	1619	./dados/dados_carro\Carro-622.html	Fiat Argo Drive 1.0 Firefly (Flex) 2018	2018 / 2018	54.0	Vermelho	manual	4.0	39.490,00
1426	1620	./dados/dados_carro\Carro-623.html	Fiat Argo Drive 1.0 Firefly (Flex) 2018	2018 / 2018	45.957	Branco	manual	4.0	43.900,00
1427	1621	./dados/dados_carro\Carro-624.html	Fiat Argo Drive 1.3 Firefly (Flex) 2018	2018 / 2018	26.5	Preto	manual		45.900,00
1428	1622	./dados/dados_carro\Carro-625.html	Fiat Argo Drive 1.3 Firefly (Flex) 2018	2018 / 2018	18.445	Branco	manual	4.0	47.900,00
1429	1623	./dados/dados_carro\Carro-626.html	Fiat Argo Drive 1.3 Firefly GSR (Flex) 2018	2017 / 2018	10.0	Branco	automático	5.0	48.000,00
1430	1624	./dados/dados_carro\Carro-627.html	Fiat Argo Drive 1.3 Firefly (Flex) 2018	2017 / 2018	44.5	Branco	manual	4.0	48.800,00
1431	1625	./dados/dados_carro\Carro-629.html	Fiat Argo 1.0 Firefly (Flex) 2019	2019 / 2019	33.0	Prata	manual	4.0	41.900,00
1432	1626	./dados/dados_carro\Carro-63.html	Chevrolet Onix 1.0 (Flex) 2020	2020 / 2020	0.0	Preto	manual	5.0	54.980,00
1433	1627	./dados/dados_carro\Carro-630.html	Fiat Argo 1.0 2020	2019 / 2020	0.0	Várias cores	manual	5.0	35.290,99
1434	1628	./dados/dados_carro\Carro-631.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Várias cores	manual		37.999,00
1435	1629	./dados/dados_carro\Carro-632.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	0.0	Várias cores	manual		37.999,00
1436	1630	./dados/dados_carro\Carro-633.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Várias cores	manual	5.0	38.000,00
1437	1631	./dados/dados_carro\Carro-634.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	36.25	Cinza	manual	4.0	41.500,00
1438	1632	./dados/dados_carro\Carro-636.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	55.0	Prata	manual	4.0	42.990,00
1439	1633	./dados/dados_carro\Carro-638.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	39.0	Preto	manual	5.0	43.990,00
1440	1634	./dados/dados_carro\Carro-639.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	0.0	Várias cores	manual	5.0	44.582,00
1441	1635	./dados/dados_carro\Carro-640.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Preto	manual		49.800,00
1442	1637	./dados/dados_carro\Carro-643.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Prata	manual	4.0	49.990,00
1443	1638	./dados/dados_carro\Carro-644.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	117.0	Branco	manual	4.0	49.990,00
1444	1639	./dados/dados_carro\Carro-645.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Não informada.	manual	5.0	50.380,00
1445	1640	./dados/dados_carro\Carro-646.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Branco	manual	5.0	50.790,00
1446	1641	./dados/dados_carro\Carro-647.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	manual			50.940,00
1447	1642	./dados/dados_carro\Carro-648.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	manual			50.940,00
1448	1643	./dados/dados_carro\Carro-649.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	manual			50.940,00
1449	1644	./dados/dados_carro\Carro-650.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Preto	manual	4.0	50.975,00
1450	1645	./dados/dados_carro\Carro-651.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Cinza	manual	4.0	50.980,00
1451	1646	./dados/dados_carro\Carro-652.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Vermelho	manual	4.0	50.985,00
1452	1647	./dados/dados_carro\Carro-653.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Prata	manual	4.0	50.990,00
1453	1648	./dados/dados_carro\Carro-654.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	0.0	Prata	manual	4.0	50.990,00
1454	1649	./dados/dados_carro\Carro-655.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Branco	manual	4.0	50.990,00
1455	1650	./dados/dados_carro\Carro-657.html	Fiat Argo 1.0 Drive 2020	2020 / 2020	0.0	Preto	manual	4.0	50.990,00
1456	1651	./dados/dados_carro\Carro-658.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	0.0	Amarelo	manual	4.0	50.990,00
1457	1652	./dados/dados_carro\Carro-660.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	41.2	Cinza	manual	5.0	44.800,00
1458	1653	./dados/dados_carro\Carro-661.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	30.0	Prata	manual	4.0	44.900,00
1459	1654	./dados/dados_carro\Carro-663.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	46.457	Branco	manual	4.0	44.900,00
1460	1655	./dados/dados_carro\Carro-664.html	Fiat Argo 1.0 2020	2020 / 2020	0.0	Preto	manual	4.0	44.990,00
1461	1656	./dados/dados_carro\Carro-665.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	52.768	Branco	manual	4.0	44.990,00
1462	1657	./dados/dados_carro\Carro-667.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	43.806999999999995	Vermelho	manual	4.0	44.990,00
1463	1658	./dados/dados_carro\Carro-670.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	44.358000000000004	Branco	manual	4.0	44.990,00
1464	1659	./dados/dados_carro\Carro-671.html	Fiat Argo 1.0 2020	2019 / 2020	0.0	Preto	manual	4.0	44.990,00
1465	1661	./dados/dados_carro\Carro-675.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	53.468	Branco	manual	4.0	44.990,00
1466	1662	./dados/dados_carro\Carro-676.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	59.222	Branco	manual	4.0	44.990,00
1467	1664	./dados/dados_carro\Carro-68.html	Chevrolet Onix 1.0 (Flex) 2020	2020 / 2020	0.0	Preto	manual	4.0	54.990,00
1468	1665	./dados/dados_carro\Carro-682.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	58.933	Preto	manual	4.0	44.990,00
1469	1666	./dados/dados_carro\Carro-684.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	48.19	Cinza	manual	4.0	45.490,00
1470	1667	./dados/dados_carro\Carro-685.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	34.371	Branco	manual	4.0	45.500,00
1471	1668	./dados/dados_carro\Carro-686.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	42.244	Branco	manual	4.0	45.500,00
1472	1670	./dados/dados_carro\Carro-688.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	28.551	Branco	manual	4.0	45.500,00
1473	1671	./dados/dados_carro\Carro-689.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	40.268	Branco	manual	4.0	45.600,00
1474	1673	./dados/dados_carro\Carro-691.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	16.578	Branco	manual	4.0	45.690,00
1475	1674	./dados/dados_carro\Carro-692.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	35.423	Prata	manual	4.0	45.690,00
1476	1675	./dados/dados_carro\Carro-694.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	39.534	Branco	manual	4.0	45.690,00
1477	1676	./dados/dados_carro\Carro-695.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	34.946999999999996	Branco	manual	4.0	45.690,00
1478	1677	./dados/dados_carro\Carro-697.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	39.199	Branco	manual	4.0	45.690,00
1479	1678	./dados/dados_carro\Carro-698.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	39.791	Prata	manual	4.0	45.690,00
1480	1679	./dados/dados_carro\Carro-7.html	Chevrolet Onix 1.0 LT (Flex) 2020	2020 / 2020	0.0	Branco	manual	5.0	56.900,00
1481	1680	./dados/dados_carro\Carro-70.html	Chevrolet Onix 1.0 (Flex) 2020	2020 / 2020	0.0	Branco	manual	5.0	55.980,00
1482	1681	./dados/dados_carro\Carro-700.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	45.438	Branco	manual	4.0	45.790,00
1483	1682	./dados/dados_carro\Carro-701.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	33.0	Prata	manual	5.0	45.830,00
1484	1683	./dados/dados_carro\Carro-702.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	40.63	Cinza	manual	4.0	45.890,00
1485	1684	./dados/dados_carro\Carro-704.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	42.132	Branco	manual	4.0	45.900,00
1486	1685	./dados/dados_carro\Carro-705.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	47.684	Prata	manual	4.0	45.900,00
1487	1686	./dados/dados_carro\Carro-707.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	41.02	Branco	manual	4.0	45.900,00
1488	1687	./dados/dados_carro\Carro-708.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	49.221000000000004	Branco	manual	4.0	45.900,00
1489	1688	./dados/dados_carro\Carro-709.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	59.446999999999996	Cinza	manual	4.0	45.900,00
1490	1689	./dados/dados_carro\Carro-71.html	Chevrolet Onix 1.0 (Flex) 2020	2020 / 2020	0.0	Branco	manual	5.0	55.990,00
1491	1690	./dados/dados_carro\Carro-710.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	49.018	Prata	manual	4.0	45.900,00
1492	1691	./dados/dados_carro\Carro-711.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	41.797	Prata	manual	4.0	45.900,00
1493	1692	./dados/dados_carro\Carro-712.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	42.91	Prata	manual	4.0	45.900,00
1494	1693	./dados/dados_carro\Carro-713.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	24.546	Branco	manual	4.0	45.900,00
1495	1694	./dados/dados_carro\Carro-715.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	51.871	Branco	manual	4.0	45.900,00
1496	1695	./dados/dados_carro\Carro-716.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	40.084	Branco	manual	4.0	45.900,00
1497	1696	./dados/dados_carro\Carro-717.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	40.834	Branco	manual	4.0	45.900,00
1498	1697	./dados/dados_carro\Carro-718.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	42.983999999999995	Cinza	manual	4.0	45.900,00
1499	1698	./dados/dados_carro\Carro-719.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	49.026	Preto	manual	4.0	45.900,00
1500	1699	./dados/dados_carro\Carro-72.html	Chevrolet Onix 1.0 Turbo LT 2020	2020 / 2020	0.0	Preto	manual	5.0	56.100,00
1501	1700	./dados/dados_carro\Carro-720.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	50.236000000000004	Cinza	manual	4.0	45.900,00
1502	1701	./dados/dados_carro\Carro-721.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	55.245	Preto	manual	4.0	45.900,00
1503	1702	./dados/dados_carro\Carro-722.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	52.29600000000001	Cinza	manual	4.0	45.900,00
1504	1703	./dados/dados_carro\Carro-723.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	55.736000000000004	Branco	manual	4.0	45.900,00
1505	1704	./dados/dados_carro\Carro-724.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	45.661	Branco	manual	4.0	45.900,00
1506	1705	./dados/dados_carro\Carro-725.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	48.99	Branco	manual	4.0	45.900,00
1507	1706	./dados/dados_carro\Carro-726.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	50.708999999999996	Branco	manual	3.0	45.900,00
1508	1707	./dados/dados_carro\Carro-727.html	Fiat Argo 1.0 2020	2019 / 2020	8.463	Branco	manual	4.0	45.900,00
1509	1708	./dados/dados_carro\Carro-728.html	Fiat Argo 1.0 2020	2019 / 2020	12.588	Branco	manual	4.0	45.900,00
1510	1709	./dados/dados_carro\Carro-729.html	Fiat Argo 1.0 2020	2019 / 2020	9.122	Branco	manual	4.0	45.900,00
1511	1710	./dados/dados_carro\Carro-730.html	Fiat Argo 1.0 2020	2019 / 2020	7.51	Branco	manual	4.0	45.900,00
1512	1711	./dados/dados_carro\Carro-731.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	45.852	Prata	manual	4.0	45.900,00
1513	1712	./dados/dados_carro\Carro-732.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	41.628	Cinza	manual	4.0	45.900,00
1514	1713	./dados/dados_carro\Carro-733.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	42.591	Branco	manual	4.0	45.900,00
1515	1714	./dados/dados_carro\Carro-734.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	41.22	Branco	manual	4.0	45.900,00
1516	1715	./dados/dados_carro\Carro-735.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	27.358	Branco	manual	4.0	45.900,00
1517	1716	./dados/dados_carro\Carro-736.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	45.803000000000004	Branco	manual	4.0	45.900,00
1518	1717	./dados/dados_carro\Carro-737.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	27.840999999999998	Branco	manual	4.0	45.900,00
1519	1718	./dados/dados_carro\Carro-738.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	24.805999999999997	Branco	manual	4.0	45.900,00
1520	1719	./dados/dados_carro\Carro-739.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	40.857	Branco	manual	4.0	45.900,00
1521	1720	./dados/dados_carro\Carro-74.html	Chevrolet Onix 1.0 LT (Flex) 2020	2020 / 2020	157.0	Branco	manual	4.0	56.900,00
1522	1721	./dados/dados_carro\Carro-740.html	Fiat Argo 1.0 Drive 2020	2019 / 2020	40.907	Prata	manual	4.0	45.900,00
