	nome	ano	km	cor	cambio	portas	preco	flex
1170	Chevrolet Onix 1.0 Joy SPE/4 	2018	16.35	Branco	manual	3.0	35900.0	0.0
1171	Chevrolet Onix 1.0 Joy SPE/4 	2018	37.7	Branco	manual	5.0	36900.0	0.0
1172	Chevrolet Onix 1.0 Joy SPE/4 	2018	32.0	Branco	manual	5.0	36900.0	0.0
1173	Chevrolet Onix 1.0 LT SPE/4 	2018	60.07	Branco	manual	4.0	36900.0	0.0
1174	Chevrolet Onix 1.0 Joy SPE/4 	2018	42.0	Prata	manual	5.0	36900.0	0.0
1175	Chevrolet Onix 1.0 Turbo LT 	2020	0.0	Prata	manual		42899.0	0.0
1176	Chevrolet Onix 1.0 Joy SPE/4 	2018	111.111	Preto	manual	4.0	36990.0	0.0
1177	Chevrolet Onix 1.0 Joy SPE/4 	2018	45.0	Prata	manual	5.0	37900.0	0.0
1178	Chevrolet Onix 1.0 Joy SPE/4 	2018	53.0	Prata	manual	4.0	37900.0	0.0
1179	Chevrolet Onix 1.0 Joy SPE/4 	2018	999.0	Prata	manual	4.0	37990.0	0.0
1180	Chevrolet Onix 1.0 LT SPE/4 	2018	1.0	Cinza	manual	4.0	37990.0	0.0
1181	Chevrolet Onix 1.0 Joy SPE/4 	2018	22.113000000000003	Branco	manual	4.0	38000.0	0.0
1182	Chevrolet Onix 1.0 	2020	0.0	Várias cores	manual	4.0	37995.0	1.0
1183	Chevrolet Onix 1.0 	2020	40.094	Prata	manual	4.0	42900.0	1.0
1184	Chevrolet Onix 1.0 LT SPE/4 	2018	59.0	Branco	manual	4.0	40500.0	0.0
1185	Chevrolet Onix 1.4 LT SPE/4 	2018	41.0	Preto	manual	4.0	40900.0	0.0
1186	Chevrolet Onix 1.0 LT SPE/4 	2018	49.5	Branco	manual	4.0	40900.0	0.0
1187	Chevrolet Onix 1.4 LT SPE/4 	2018	38.659	Preto	manual	4.0	43990.0	0.0
1188	Chevrolet Onix 1.4 LT SPE/4 	2018	49.554	Azul	automático	4.0	46000.0	0.0
1189	Chevrolet Onix 1.4 LTZ SPE/4 	2018	33.4	Branco	automático	4.0	49000.0	0.0
1190	Chevrolet Onix 1.4 LTZ SPE/4 	2018	80.59100000000002	Preto	manual	4.0	49900.0	0.0
1191	Chevrolet Onix 1.4 Activ SPE/4 	2018	74.0	Branco	automático	4.0	51000.0	0.0
1192	Chevrolet Onix 1.4 LTZ SPE/4 	2018	37.169	Preto	manual	4.0	52800.0	0.0
1193	Chevrolet Onix 1.0 Joy SPE/4 	2017	30.0	Prata	manual	4.0	31900.0	0.0
1194	Chevrolet Onix 1.0 Joy SPE/4 	2017	62.98	Vermelho	manual	4.0	33900.0	0.0
1195	Chevrolet Onix 1.0 Turbo LT 	2020	0.0	Preto	manual		43854.0	0.0
1196	Chevrolet Onix 1.0 Joy SPE/4 	2017	101.987	Prata	manual	4.0	33900.0	0.0
1197	Chevrolet Onix 1.0 LT SPE/4 	2017	82.0	Branco	manual	4.0	35990.0	0.0
1198	Chevrolet Onix 1.0 Joy SPE/4 	2017	39.999	Preto	manual	5.0	35999.0	0.0
1199	Chevrolet Onix 1.0 LT SPE/4 	2017	45.0	Preto	manual	4.0	36900.0	0.0
1200	Chevrolet Onix 1.0 Joy SPE/4 	2017	56.0	Branco	manual	4.0	36900.0	0.0
1201	Chevrolet Onix 1.0 Joy SPE/4 	2017	68.994	Vermelho	manual	5.0	36999.0	0.0
1202	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	manual		45750.0	1.0
1203	Chevrolet Onix 1.4 LT SPE/4 	2017	30.0	Preto	automático	4.0	43900.0	0.0
1204	Chevrolet Onix 1.4 LTZ SPE/4 	2017	55.0	Branco	manual	4.0	47300.0	0.0
1205	Chevrolet Onix 1.4 Activ SPE/4 	2017	50.0	Branco	automático	4.0	49900.0	0.0
1206	Chevrolet Onix 1.4 Activ SPE/4 	2017	25.0	Branco	automático	5.0	55000.0	0.0
1207	Chevrolet Onix 1.0 LS SPE/4 	2016	999.999	Branco	manual	4.0	33990.0	0.0
1208	Chevrolet Onix 1.0 LT SPE/4 	2016	48.301	Vermelho	manual	5.0	34900.0	0.0
1209	Chevrolet Onix 1.0 Turbo AT 	2020	0.0	Várias cores	automático		45900.0	0.0
1210	Chevrolet Onix 1.0 LS SPE/4 	2016	76.0	Branco	manual	4.0	35900.0	0.0
1211	Chevrolet Onix 1.0 LT SPE/4 	2015	83.0	Azul	manual	5.0	31990.0	0.0
1212	Chevrolet Onix 1.0 LS SPE/4 	2015	51.2	Cinza	manual	4.0	32990.0	0.0
1213	Chevrolet Onix 1.0 LS SPE/4 	2015	39.0	Preto	manual	4.0	35890.0	0.0
1214	Chevrolet Onix 1.0 LT SPE/4 	2015	86.777	Preto	manual	4.0	33900.0	0.0
1215	Chevrolet Onix 1.4 LT SPE/4 	2015	86.0	Vermelho	manual	5.0	33900.0	0.0
1216	Chevrolet Onix 1.0 Turbo LT 	2020	0.0	Branco	automático		47900.0	0.0
1217	Chevrolet Onix 1.0 LT SPE/4 	2015	58.2	Prata	manual	4.0	33900.0	0.0
1218	Chevrolet Onix 1.0 LT SPE/4 	2015	42.0	Branco	manual		34900.0	0.0
1219	Chevrolet Onix 1.0 LT SPE/4 	2015	70.0	Preto	manual	4.0	34900.0	0.0
1220	Chevrolet Onix 1.4 LT SPE/4 	2015	100.5	Branco	manual	5.0	32900.0	0.0
1221	Chevrolet Onix 1.0 LS SPE/4 	2015	36.25	Vermelho	manual	5.0	35000.0	0.0
1222	Chevrolet Onix 1.0 LT SPE/4 	2015	146.0	Branco	manual	5.0	36490.0	0.0
1223	Chevrolet Onix 1.4 LT SPE/4 	2015	100.0	Prata	manual	4.0	36900.0	0.0
1224	Chevrolet Onix 1.4 LTZ SPE/4 	2015	106.0	Vermelho	manual	5.0	36900.0	0.0
1225	Chevrolet Onix 1.0 LT SPE/4 	2014	200.0	Branco	manual	4.0	26900.0	0.0
1226	Chevrolet Onix 1.0 	2020	0.0	Branco	manual		47990.0	1.0
1227	Chevrolet Onix 1.4 LTZ SPE/4 	2014	0.0	Azul	manual	4.0	31900.0	0.0
1228	Chevrolet Onix 1.0 LT SPE/4 	2014	54.0	Vermelho	manual	5.0	33900.0	0.0
1229	Chevrolet Onix 1.4 LT SPE/4 	2014	31.0	Vermelho	manual	4.0	33900.0	0.0
1230	Chevrolet Onix 1.4 LTZ SPE/4 	2014	60.0	Cinza	manual	4.0	34900.0	0.0
1231	Chevrolet Onix 1.4 LT SPE/4 	2014	152.5	Vermelho	manual	5.0	34900.0	0.0
1232	Chevrolet Onix 1.4 LT SPE/4 	2014	67.293	Preto	manual	4.0	35900.0	0.0
1233	Chevrolet Onix 1.4 LTZ SPE/4 	2014	80.493	Vermelho	automático	4.0	37900.0	0.0
1234	Chevrolet Onix 1.0 LT SPE/4 	2013	60.0	Branco	manual	4.0	24900.0	0.0
1235	Chevrolet Onix 1.4 LTZ SPE/4 	2013	60.0	Branco	manual	4.0	35900.0	0.0
1236	Chevrolet Onix 1.4 LT SPE/4 	2013	74.0	Prata	manual	5.0	36990.0	0.0
1237	Chevrolet Onix 1.4 LT SPE/4 	2013	80.0	Vermelho	manual	4.0	33800.0	0.0
1238	Chevrolet Onix 1.0 	2020	0.0	Várias cores	manual	4.0	38900.0	1.0
1239	Chevrolet Onix 1.0 	2020	0.0	Branco	manual	5.0	48990.0	1.0
1240	Chevrolet Onix 1.0 LT 	2020	0.0	Várias cores	manual	5.0	40272.0	1.0
1241	Chevrolet Onix 1.0 LT 	2020	0.0	Várias cores	manual	4.0	40273.0	1.0
1242	Chevrolet Onix 1.0 LT 	2020	0.0	Prata	manual		40273.0	1.0
1243	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	manual	4.0	40273.0	1.0
1244	Chevrolet Onix 1.0 LT 	2020	0.0	Várias cores	manual	4.0	40273.0	1.0
1245	Chevrolet Onix 1.0 LT 	2020	0.0	Vinho	manual		51990.0	1.0
1246	Chevrolet Onix 1.0 LT 	2020	0.0	Várias cores	manual	5.0	40272.0	1.0
1247	Chevrolet Onix 1.0 LT 	2020	0.0	Várias cores	manual	4.0	40272.0	1.0
1248	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	manual	5.0	49599.0	1.0
1249	Fiat Argo 1.0 Drive 	2020	20.0	Branco	manual	4.0	46990.0	0.0
1250	Fiat Argo 1.0 Drive 	2020	22.0	Prata	manual	4.0	47700.0	0.0
1251	Fiat Argo 1.3 Trekking 	2020	20.0	Vermelho	manual	4.0	64900.0	0.0
1252	Fiat Argo Drive 1.0 Firefly 	2019	28.489	Vermelho	manual	4.0	32566.0	1.0
1253	Fiat Argo Drive 1.0 Firefly 	2019	200.0	Prata	manual	4.0	36720.0	1.0
1254	Chevrolet Onix 1.0 Turbo AT 	2020	0.0	Várias cores	automático	5.0	49990.0	0.0
1255	Fiat Argo Drive 1.0 Firefly 	2019	29.0	Branco	manual	5.0	40890.0	1.0
1256	Fiat Argo Drive 1.0 Firefly 	2019	49.0	Preto	manual	5.0	40900.0	1.0
1257	Fiat Argo 1.0 Firefly 	2019	40.0	Cinza	manual	4.0	42990.0	1.0
1258	Fiat Argo Drive 1.0 Firefly 	2019	32.0	Prata	manual		43990.0	1.0
1259	Fiat Argo Drive 1.0 Firefly 	2019	22.0	Branco	manual	4.0	44900.0	1.0
1260	Fiat Argo Drive 1.0 Firefly 	2019	40.0	Branco	manual	5.0	45995.0	1.0
1261	Fiat Argo 1.0 Firefly 	2018	200.0	Preto	manual	4.0	34841.0	1.0
1262	Chevrolet Onix 1.0 	2020	0.0	Preto	manual	5.0	50960.0	1.0
1263	Fiat Argo 1.0 Drive 	2020	24.0	Branco	manual	4.0	45990.0	0.0
1264	Fiat Argo 1.0 	2020	18.137	Branco	manual	4.0	45990.0	0.0
1265	Fiat Argo 1.0 	2020	0.0	Preto	manual	4.0	45990.0	0.0
1266	Fiat Argo 1.0 Drive 	2020	19.8	Preto	manual	4.0	45990.0	0.0
1267	Fiat Argo 1.0 Drive 	2020	29.095	Branco	manual	4.0	46100.0	0.0
1268	Fiat Argo 1.0 Drive 	2020	21.352	Branco	manual	4.0	46100.0	0.0
1269	Chevrolet Onix 1.0 	2020	0.0	Preto	manual	5.0	50970.0	1.0
1270	Fiat Argo 1.0 Drive 	2020	26.139	Branco	manual	4.0	46100.0	0.0
1271	Fiat Argo 1.0 Drive 	2020	24.081	Branco	manual	4.0	46100.0	0.0
1272	Fiat Argo 1.0 Drive 	2020	25.654	Branco	manual	4.0	46100.0	0.0
1273	Fiat Argo 1.0 Drive 	2020	15.867	Branco	manual	4.0	46150.0	0.0
1274	Fiat Argo 1.0 Drive 	2020	45.852	Prata	manual	4.0	46300.0	0.0
1275	Fiat Argo 1.0 Drive 	2020	13.656	Prata	manual	4.0	46390.0	0.0
1276	Fiat Argo 1.0 Drive 	2020	12.2	Branco	manual	4.0	46390.0	0.0
1277	Fiat Argo 1.0 Drive 	2020	15.039	Branco	manual	4.0	46500.0	0.0
1278	Chevrolet Onix 1.0 	2020	0.0	Preto	manual	5.0	50980.0	1.0
1279	Fiat Argo 1.0 Drive 	2020	34.267	Branco	manual	4.0	46500.0	0.0
1280	Fiat Argo 1.0 Drive 	2020	39.677	Branco	manual	4.0	46500.0	0.0
1281	Fiat Argo 1.0 Drive 	2020	40.084	Branco	manual	4.0	46530.0	0.0
1282	Fiat Argo 1.0 Drive 	2020	53.151	Cinza	manual	4.0	46530.0	0.0
1283	Fiat Argo 1.0 Drive 	2020	25.238000000000003	Branco	manual	4.0	46590.0	0.0
1284	Fiat Argo 1.0 Drive 	2020	29.733	Branco	manual	4.0	46730.0	0.0
1285	Fiat Argo 1.0 Drive 	2020	26.28	Branco	manual	4.0	46780.0	0.0
1286	Fiat Argo 1.0 Drive 	2020	27.612	Branco	manual	4.0	46780.0	0.0
1287	Fiat Argo 1.0 Drive 	2020	27.696	Branco	manual	4.0	46780.0	0.0
1288	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	manual	4.0	50990.0	1.0
1289	Fiat Argo 1.0 Drive 	2020	40.0	Prata	manual	5.0	46800.0	0.0
1290	Fiat Argo 1.0 Drive 	2020	40.0	Branco	manual	5.0	46800.0	0.0
1291	Fiat Argo 1.0 Drive 	2020	9.898	Branco	manual	5.0	46800.0	0.0
1292	Fiat Argo 1.0 Drive 	2020	24.769	Branco	manual	4.0	46870.0	0.0
1293	Fiat Argo 1.0 Drive 	2020	24.806	Branco	manual	4.0	46870.0	0.0
1294	Fiat Argo 1.0 Drive 	2020	25.0	Branco	manual	4.0	46890.0	0.0
1295	Fiat Argo 1.0 Drive 	2020	24.0	Branco	manual	4.0	46890.0	0.0
1296	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	manual		52880.0	1.0
1297	Fiat Argo 1.0 Drive 	2020	49.235	Cinza	manual	4.0	46890.0	0.0
1298	Chevrolet Onix 1.0 LT 	2020	0.0	Laranja	manual	4.0	52990.0	1.0
1299	Fiat Argo 1.0 Drive 	2020	40.104	Branco	manual	4.0	46900.0	0.0
1300	Fiat Argo 1.0 Drive 	2020	41.05	Branco	manual	4.0	46900.0	0.0
1301	Fiat Argo 1.0 Drive 	2020	39.729	Branco	manual	4.0	46900.0	0.0
1302	Fiat Argo 1.0 Drive 	2020	13.771	Branco	manual	4.0	46900.0	0.0
1303	Fiat Argo 1.0 Drive 	2020	13.98	Branco	manual	4.0	46900.0	0.0
1304	Fiat Argo 1.0 Drive 	2020	28.972	Branco	manual	4.0	46900.0	0.0
1305	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	manual	5.0	53870.0	1.0
1306	Fiat Argo 1.0 Drive 	2020	43.19600000000001	Branco	manual	5.0	46900.0	0.0
1307	Fiat Argo 1.0 Drive 	2020	31.853	Branco	manual	4.0	46900.0	0.0
1308	Fiat Argo 1.0 Drive 	2020	21.643	Branco	manual	4.0	46900.0	0.0
1309	Fiat Argo 1.0 Drive 	2020	32.013000000000005	Branco	manual	4.0	46900.0	0.0
1310	Fiat Argo 1.0 Drive 	2020	48.233	Prata	manual		46900.0	0.0
1311	Fiat Argo 1.0 Drive 	2020	35.982	Preto	manual		46900.0	0.0
1312	Fiat Argo 1.0 Drive 	2020	41.64	Cinza	manual		46900.0	0.0
1313	Fiat Argo 1.0 Drive 	2020	48.036	Prata	manual		46900.0	0.0
1314	Chevrolet Onix 1.0 LT 	2020	0.0	Preto	manual	5.0	53950.0	1.0
1315	Fiat Argo 1.0 Drive 	2020	22.587	Branco	manual	4.0	46900.0	0.0
1316	Fiat Argo 1.0 Drive 	2020	99.999	Branco	manual	4.0	46913.0	0.0
1317	Fiat Argo 1.0 Drive 	2020	22.434	Branco	manual	4.0	46970.0	0.0
1318	Fiat Argo 1.0 Drive 	2020	22.242	Branco	manual	4.0	46970.0	0.0
1319	Fiat Argo 1.0 Drive 	2020	11.0	Branco	manual	4.0	46973.0	0.0
1320	Fiat Argo 1.0 Drive 	2020	22.01	Preto	manual	5.0	46990.0	0.0
1321	Fiat Argo 1.0 Drive 	2020	9.26	Branco	manual	4.0	46990.0	0.0
1322	Fiat Argo 1.0 Drive 	2020	40.58	Preto	manual	4.0	46990.0	0.0
1323	Chevrolet Onix 1.0 	2020	41.0	Cinza	manual	4.0	42900.0	1.0
1324	Chevrolet Onix 1.0 LT 	2020	0.0	Preto	manual	5.0	53960.0	1.0
1325	Fiat Argo 1.0 Drive 	2020	0.0	Preto	manual	5.0	46990.0	0.0
1326	Fiat Argo 1.0 Drive 	2020	49.784	Branco	manual	4.0	46990.0	0.0
1327	Fiat Argo 1.0 Drive 	2020	44.629	Branco	manual	4.0	46990.0	0.0
1328	Fiat Argo 1.0 Drive 	2020	43.0	Preto	manual	4.0	46990.0	0.0
1329	Fiat Argo 1.0 Drive 	2020	0.0	Preto	manual	4.0	46990.0	0.0
1330	Fiat Argo 1.0 Drive 	2020	21.447	Branco	manual	4.0	47010.0	0.0
1331	Fiat Argo 1.0 Drive 	2020	20.682	Branco	manual	4.0	47010.0	0.0
1332	Fiat Argo 1.0 Drive 	2020	32.863	Branco	manual	4.0	47050.0	0.0
1333	Fiat Argo 1.0 Drive 	2020	31.976	Branco	manual	4.0	47090.0	0.0
1334	Fiat Argo 1.0 Drive 	2020	17.938	Branco	manual	4.0	47100.0	0.0
1335	Fiat Argo 1.0 Drive 	2020	17.340999999999998	Branco	manual	4.0	47100.0	0.0
1336	Fiat Argo 1.0 Drive 	2020	45.02	Branco	manual	4.0	47250.0	0.0
1337	Fiat Argo 1.0 Drive 	2020	26.699	Branco	manual	4.0	47280.0	0.0
1338	Fiat Argo 1.0 Drive 	2020	0.0	Branco	manual	5.0	47349.0	0.0
1339	Fiat Argo 1.0 Drive 	2020	42.3	Branco	manual	4.0	47370.0	0.0
1340	Fiat Argo 1.0 Drive 	2020	42.591	Branco	manual	4.0	47370.0	0.0
1341	Fiat Argo 1.0 Drive 	2020	42.56800000000001	Prata	manual	4.0	47370.0	0.0
1342	Chevrolet Onix 1.0 LT 	2020	0.0	Preto	manual	5.0	53970.0	1.0
1343	Fiat Argo 1.0 Drive 	2020	25.267	Branco	manual	4.0	47380.0	0.0
1344	Fiat Argo 1.0 Drive 	2020	25.242	Branco	manual	4.0	47380.0	0.0
1345	Fiat Argo 1.0 Drive 	2020	22.213	Branco	manual	4.0	47470.0	0.0
1346	Fiat Argo 1.0 Drive 	2020	40.08	Branco	manual	4.0	47490.0	0.0
1347	Fiat Argo 1.0 Drive 	2020	41.595	Branco	manual	4.0	47490.0	0.0
1348	Fiat Argo 1.0 Drive 	2020	40.104	Branco	manual	4.0	47490.0	0.0
1349	Fiat Argo 1.0 Drive 	2020	41.05	Branco	manual	4.0	47490.0	0.0
1350	Fiat Argo 1.0 Drive 	2020	41.83	Branco	manual	4.0	47490.0	0.0
1351	Fiat Argo 1.0 Drive 	2020	41.006	Prata	manual	4.0	47490.0	0.0
1352	Fiat Argo 1.0 Drive 	2020	41.22	Branco	manual	4.0	47490.0	0.0
1353	Fiat Argo 1.0 Drive 	2020	41.018	Prata	manual	4.0	47490.0	0.0
1354	Fiat Argo 1.0 Drive 	2020	21.858	Branco	manual	4.0	47520.0	0.0
1355	Fiat Argo 1.0 Drive 	2020	20.417	Branco	manual	4.0	47520.0	0.0
1356	Fiat Argo 1.0 Drive 	2020	20.792	Branco	manual	4.0	47520.0	0.0
1357	Chevrolet Onix 1.0 LT 	2020	0.0	Preto	manual	5.0	53980.0	1.0
1358	Fiat Argo 1.0 Drive 	2020	47.344	Branco	manual	3.0	47560.0	0.0
1359	Fiat Argo 1.0 Drive 	2020	19.518	Branco	manual	4.0	47560.0	0.0
1360	Fiat Argo 1.0 Drive 	2020	25.208	Cinza	manual	3.0	47590.0	0.0
1361	Fiat Argo 1.0 Drive 	2020	17.803	Branco	manual	4.0	47610.0	0.0
1362	Fiat Argo 1.0 Drive 	2020	17.574	Branco	manual	4.0	47610.0	0.0
1363	Fiat Argo 1.0 Drive 	2020	16.503	Branco	manual	4.0	47610.0	0.0
1364	Fiat Argo 1.0 Drive 	2020	11.342	Branco	manual	3.0	47750.0	0.0
1365	Fiat Argo 1.0 Drive 	2020	40.24800000000001	Branco	manual		47800.0	0.0
1366	Fiat Argo 1.0 Drive 	2020	35.013000000000005	Branco	manual	4.0	47850.0	0.0
1367	Fiat Argo 1.0 Drive 	2020	333.0	Branco	manual	4.0	47900.0	0.0
1368	Chevrolet Onix 1.0 LT 	2020	0.0	Várias cores	manual	5.0	53990.0	1.0
1369	Fiat Argo 1.0 Drive 	2020	33.356	Branco	manual	4.0	47900.0	0.0
1370	Fiat Argo 1.0 	2020	30.755	Branco	manual	4.0	47900.0	0.0
1371	Fiat Argo 1.0 Drive 	2020	45.931	Branco	manual		47900.0	0.0
1372	Fiat Argo 1.0 Drive 	2020	44.457	Prata	manual		47900.0	0.0
1373	Fiat Argo 1.0 Drive 	2020	44.83	Prata	manual		47900.0	0.0
1374	Fiat Argo 1.0 Drive 	2020	1.7	Preto	manual	5.0	47900.0	0.0
1375	Fiat Argo 1.0 Drive 	2020	0.0	Branco	manual	4.0	47970.0	0.0
1376	Chevrolet Onix 1.0 LT 	2020	0.0	Preto	manual	5.0	53990.0	1.0
1377	Fiat Argo 1.0 Drive 	2020	0.0	Preto	manual	4.0	47990.0	0.0
1378	Fiat Argo 1.0 Drive 	2020	39.729	Branco	manual	4.0	47990.0	0.0
1379	Fiat Argo 1.0 Drive 	2020	40.303	Prata	manual	4.0	47990.0	0.0
1380	Fiat Argo 1.0 Drive 	2020	0.0	Preto	manual	4.0	47990.0	0.0
1381	Fiat Argo 1.0 	2020	0.0	Não informada.	manual		47990.0	0.0
1382	Fiat Argo Drive 1.3 Firefly 	2020	17.0	Preto	manual	4.0	48000.0	1.0
1383	Fiat Argo 1.0 Drive 	2020	40.962	Branco	manual	4.0	48060.0	0.0
1384	Fiat Argo 1.0 Drive 	2020	40.91	Branco	manual	4.0	48060.0	0.0
1385	Fiat Argo 1.0 Drive 	2020	29.528	Branco	manual	4.0	48140.0	0.0
1386	Fiat Argo 1.0 Drive 	2020	0.0	Prata	manual	5.0	48445.0	0.0
1387	Fiat Argo 1.0 Drive 	2020	33.556	Branco	manual	4.0	48450.0	0.0
1388	Fiat Argo 1.0 Drive 	2020	33.906	Prata	manual	4.0	48450.0	0.0
1389	Fiat Argo 1.0 Drive 	2020	17.753	Branco	manual	4.0	48520.0	0.0
1390	Fiat Argo 1.3 Trekking 	2020	0.0	Preto	manual	4.0	48542.0	0.0
1391	Fiat Argo 1.3 Trekking 	2020	0.0	Branco	manual	4.0	48542.0	0.0
1392	Fiat Argo 1.0 Drive 	2020	28.423	Branco	manual	4.0	48640.0	0.0
1393	Chevrolet Onix 1.0 	2020	3.0	Preto	manual	5.0	54900.0	1.0
1394	Fiat Argo 1.0 Drive 	2020	0.0	Várias cores	manual		49900.0	0.0
1395	Fiat Argo 1.0 Drive 	2020	19.549	Branco	manual	5.0	48900.0	0.0
1396	Fiat Argo 1.0 Drive 	2020	18.574	Branco	manual	4.0	48900.0	0.0
1397	Fiat Argo 1.0 Drive 	2020	0.0	Branco	manual		48990.0	0.0
1398	Fiat Argo 1.0 Drive 	2020	0.0	Branco	manual		48990.0	0.0
1399	Fiat Argo 1.0 Drive 	2020	15.098	Prata	manual	5.0	48990.0	0.0
1400	Fiat Argo 1.0 Drive 	2020	0.0	Branco	manual		48990.0	0.0
1401	Fiat Argo 1.0 Drive 	2020	0.0	Branco	manual		48990.0	0.0
1402	Fiat Argo 1.0 Drive 	2020	0.0	Prata	manual	4.0	48990.0	0.0
1403	Fiat Argo 1.0 Drive 	2020	0.0	Preto	manual	4.0	48990.0	0.0
1404	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	manual	5.0	49970.0	1.0
1405	Chevrolet Onix 1.0 	2020	0.0	Preto	manual	5.0	54950.0	1.0
1406	Fiat Argo 1.0 Drive 	2020	0.0	Preto	manual		48990.0	0.0
1407	Fiat Argo 1.0 Drive 	2020	11.985	Preto	manual	4.0	48990.0	0.0
1408	Fiat Argo 1.0 Drive 	2020	0.0	Vermelho	manual	5.0	48990.0	0.0
1409	Fiat Argo 1.0 Drive 	2020	0.0	Preto	manual		48990.0	0.0
1410	Fiat Argo 1.0 Drive 	2020	3.647	Cinza	manual	4.0	49000.0	0.0
1411	Fiat Argo 1.0 Drive 	2020	0.0	Prata	manual	4.0	49558.0	0.0
1412	Fiat Argo 1.0 Drive 	2020	0.0	Preto	manual	4.0	49558.0	0.0
1413	Fiat Argo 1.0 	2020	0.0	Prata	manual	4.0	49751.0	0.0
1414	Fiat Argo 1.0 	2020	0.0	Preto	manual	4.0	49751.0	0.0
1415	Chevrolet Onix 1.0 LT 	2020	0.0	Preto	manual	5.0	54960.0	1.0
1416	Fiat Argo 1.0 Drive 	2020	6.957999999999998	Branco	manual	4.0	49900.0	0.0
1417	Fiat Argo 1.0 Drive 	2020	0.0	Prata	manual	4.0	49900.0	0.0
1418	Fiat Argo 1.0 Drive 	2020	0.0	Preto	manual	4.0	49990.0	0.0
1419	Fiat Argo 1.0 	2020	0.0	Branco	manual	4.0	49990.0	0.0
1420	Fiat Argo 1.0 Drive 	2020	35.0	Branco	manual	4.0	49990.0	0.0
1421	Fiat Argo 1.0 Drive 	2020	0.0	Branco	manual	4.0	49990.0	0.0
1422	Fiat Argo 1.0 Drive 	2020	0.0	Branco	manual	5.0	49990.0	0.0
1423	Chevrolet Onix 1.0 	2020	0.0	Preto	manual	5.0	54970.0	1.0
1424	Fiat Argo 1.0 Firefly 	2018	58.235	Branco	manual		37990.0	1.0
1425	Fiat Argo Drive 1.0 Firefly 	2018	54.0	Vermelho	manual	4.0	39490.0	1.0
1426	Fiat Argo Drive 1.0 Firefly 	2018	45.957	Branco	manual	4.0	43900.0	1.0
1427	Fiat Argo Drive 1.3 Firefly 	2018	26.5	Preto	manual		45900.0	1.0
1428	Fiat Argo Drive 1.3 Firefly 	2018	18.445	Branco	manual	4.0	47900.0	1.0
1429	Fiat Argo Drive 1.3 Firefly GSR 	2018	10.0	Branco	automático	5.0	48000.0	1.0
1430	Fiat Argo Drive 1.3 Firefly 	2018	44.5	Branco	manual	4.0	48800.0	1.0
1431	Fiat Argo 1.0 Firefly 	2019	33.0	Prata	manual	4.0	41900.0	1.0
1432	Chevrolet Onix 1.0 	2020	0.0	Preto	manual	5.0	54980.0	1.0
1433	Fiat Argo 1.0 	2020	0.0	Várias cores	manual	5.0	35290.0	0.0
1434	Fiat Argo 1.0 Drive 	2020	0.0	Várias cores	manual		37999.0	0.0
1435	Fiat Argo 1.0 Drive 	2020	0.0	Várias cores	manual		37999.0	0.0
1436	Fiat Argo 1.0 Drive 	2020	0.0	Várias cores	manual	5.0	38000.0	0.0
1437	Fiat Argo 1.0 Drive 	2020	36.25	Cinza	manual	4.0	41500.0	0.0
1438	Fiat Argo 1.0 Drive 	2020	55.0	Prata	manual	4.0	42990.0	0.0
1439	Fiat Argo 1.0 Drive 	2020	39.0	Preto	manual	5.0	43990.0	0.0
1440	Fiat Argo 1.0 Drive 	2020	0.0	Várias cores	manual	5.0	44582.0	0.0
1441	Fiat Argo 1.0 Drive 	2020	0.0	Preto	manual		49800.0	0.0
1442	Fiat Argo 1.0 Drive 	2020	0.0	Prata	manual	4.0	49990.0	0.0
1443	Fiat Argo 1.0 Drive 	2020	117.0	Branco	manual	4.0	49990.0	0.0
1444	Fiat Argo 1.0 Drive 	2020	0.0	Não informada.	manual	5.0	50380.0	0.0
1445	Fiat Argo 1.0 Drive 	2020	0.0	Branco	manual	5.0	50790.0	0.0
1446	Fiat Argo 1.0 Drive 	2020	0.0	manual			50940.0	0.0
1447	Fiat Argo 1.0 Drive 	2020	0.0	manual			50940.0	0.0
1448	Fiat Argo 1.0 Drive 	2020	0.0	manual			50940.0	0.0
1449	Fiat Argo 1.0 Drive 	2020	0.0	Preto	manual	4.0	50975.0	0.0
1450	Fiat Argo 1.0 Drive 	2020	0.0	Cinza	manual	4.0	50980.0	0.0
1451	Fiat Argo 1.0 Drive 	2020	0.0	Vermelho	manual	4.0	50985.0	0.0
1452	Fiat Argo 1.0 Drive 	2020	0.0	Prata	manual	4.0	50990.0	0.0
1453	Fiat Argo 1.0 Drive 	2020	0.0	Prata	manual	4.0	50990.0	0.0
1454	Fiat Argo 1.0 Drive 	2020	0.0	Branco	manual	4.0	50990.0	0.0
1455	Fiat Argo 1.0 Drive 	2020	0.0	Preto	manual	4.0	50990.0	0.0
1456	Fiat Argo 1.0 Drive 	2020	0.0	Amarelo	manual	4.0	50990.0	0.0
1457	Fiat Argo 1.0 Drive 	2020	41.2	Cinza	manual	5.0	44800.0	0.0
